name	size
WGD2ANC02332	4
WGD2ANC02333	4
WGD2ANC02334	6
WGD2ANC02335	7
WGD2ANC02336	13
WGD2ANC02337	9
WGD2ANC02338	7
WGD2ANC02339	10
WGD2ANC02340	7
WGD2ANC02341	7
WGD2ANC02342	5
WGD2ANC02343	13
WGD2ANC02344	6
WGD2ANC02345	4
WGD2ANC02346	7
WGD2ANC02347	6
WGD2ANC02348	4
WGD2ANC02349	13
WGD2ANC02350	4
WGD2ANC02351	12
WGD2ANC02352	5
WGD2ANC02353	4
WGD2ANC02354	7
WGD2ANC02355	6
WGD2ANC02356	7
WGD2ANC02357	7
WGD2ANC02358	4
WGD2ANC02359	6
WGD2ANC02360	7
WGD2ANC02361	5
WGD2ANC02362	10
WGD2ANC02363	6
WGD2ANC02364	6
WGD2ANC02365	4
WGD2ANC02366	7
WGD2ANC02367	4
WGD2ANC02368	7
WGD2ANC02369	7
WGD2ANC02370	6
WGD2ANC02371	6
WGD2ANC02372	7
WGD2ANC02373	7
WGD2ANC02374	3
WGD2ANC02375	6
WGD2ANC02376	7
WGD2ANC02377	5
WGD2ANC02378	2
WGD2ANC02379	8
WGD2ANC02380	10
WGD2ANC02381	5
WGD2ANC02382	9
WGD2ANC02383	9
WGD2ANC02384	9
WGD2ANC02385	7
WGD2ANC02386	4
WGD2ANC02387	9
WGD2ANC02388	6
WGD2ANC02389	4
WGD2ANC02390	5
WGD2ANC02391	5
WGD2ANC02392	5
WGD2ANC02393	4
WGD2ANC02394	12
WGD2ANC02395	7
WGD2ANC02396	5
WGD2ANC02397	13
WGD2ANC02398	13
WGD2ANC02399	7
WGD2ANC02400	10
WGD2ANC02401	4
WGD2ANC02402	10
WGD2ANC02403	6
WGD2ANC02404	6
WGD2ANC02405	7
WGD2ANC02406	6
WGD2ANC02407	4
WGD2ANC02408	7
WGD2ANC02409	5
WGD2ANC02410	7
WGD2ANC02411	3
WGD2ANC02412	12
WGD2ANC02413	7
WGD2ANC02414	5
WGD2ANC02415	7
WGD2ANC02416	7
WGD2ANC02417	7
WGD2ANC02418	6
WGD2ANC02419	7
WGD2ANC02420	10
WGD2ANC02421	4
WGD2ANC02422	7
WGD2ANC02423	7
WGD2ANC02424	10
WGD2ANC02425	4
WGD2ANC02426	7
WGD2ANC02427	7
WGD2ANC02428	7
WGD2ANC02429	4
WGD2ANC02430	4
WGD2ANC02431	4
WGD2ANC02432	9
WGD2ANC02433	10
WGD2ANC02434	4
WGD2ANC02435	4
WGD2ANC02436	4
WGD2ANC02437	13
WGD2ANC02438	12
WGD2ANC02439	2
WGD2ANC02440	7
WGD2ANC02441	7
WGD2ANC02442	10
WGD2ANC02443	4
WGD2ANC02444	4
WGD2ANC02445	13
WGD2ANC02446	7
WGD2ANC02447	10
WGD2ANC02448	7
WGD2ANC02449	4
WGD2ANC02450	9
WGD2ANC02451	6
WGD2ANC02452	9
WGD2ANC02453	8
WGD2ANC02454	7
WGD2ANC02455	7
WGD2ANC02456	7
WGD2ANC02457	9
WGD2ANC02458	6
WGD2ANC02459	5
WGD2ANC02460	6
WGD2ANC02461	6
WGD2ANC02462	5
WGD2ANC02463	9
WGD2ANC02464	7
WGD2ANC02465	5
WGD2ANC02466	12
WGD2ANC02467	7
WGD2ANC02468	6
WGD2ANC02469	6
WGD2ANC02470	6
WGD2ANC02471	7
WGD2ANC02472	7
WGD2ANC02473	6
WGD2ANC02474	7
WGD2ANC02475	7
WGD2ANC02476	4
WGD2ANC02477	6
WGD2ANC02478	7
WGD2ANC02479	7
WGD2ANC02480	4
WGD2ANC02481	4
WGD2ANC02482	6
WGD2ANC02483	7
WGD2ANC02484	7
WGD2ANC02485	7
WGD2ANC02486	6
WGD2ANC02487	7
WGD2ANC02488	6
WGD2ANC02489	6
WGD2ANC02490	3
WGD2ANC02491	3
WGD2ANC02492	6
WGD2ANC02493	6
WGD2ANC02494	6
WGD2ANC02495	7
WGD2ANC02496	7
WGD2ANC02497	7
WGD2ANC02498	13
WGD2ANC02499	10
WGD2ANC02500	4
WGD2ANC02501	4
WGD2ANC02502	6
WGD2ANC02503	5
WGD2ANC02504	7
WGD2ANC02505	10
WGD2ANC02506	10
WGD2ANC02507	7
WGD2ANC02508	6
WGD2ANC02509	10
WGD2ANC02510	7
WGD2ANC02511	4
WGD2ANC02512	5
WGD2ANC02513	6
WGD2ANC02514	4
WGD2ANC02515	5
WGD2ANC02516	5
WGD2ANC02517	4
WGD2ANC02518	7
WGD2ANC02519	4
WGD2ANC02520	4
WGD2ANC02521	6
WGD2ANC02522	7
WGD2ANC02523	4
WGD2ANC02524	4
WGD2ANC02525	4
WGD2ANC02526	4
WGD2ANC02527	6
WGD2ANC02528	6
WGD2ANC02529	6
WGD2ANC02530	4
WGD2ANC02531	7
WGD2ANC02532	3
WGD2ANC02533	3
WGD2ANC02534	7
WGD2ANC02535	7
WGD2ANC02536	6
WGD2ANC02537	6
WGD2ANC02538	7
WGD2ANC02539	7
WGD2ANC02540	4
WGD2ANC02541	5
WGD2ANC02542	6
WGD2ANC02543	5
WGD2ANC02544	9
WGD2ANC02545	7
WGD2ANC02546	5
WGD2ANC02547	4
WGD2ANC02548	7
WGD2ANC02549	6
WGD2ANC02550	6
WGD2ANC02551	6
WGD2ANC02552	7
WGD2ANC02553	7
WGD2ANC02554	7
WGD2ANC02555	11
WGD2ANC02556	7
WGD2ANC02557	7
WGD2ANC02558	7
WGD2ANC02559	6
WGD2ANC02560	7
WGD2ANC02561	4
WGD2ANC02562	7
WGD2ANC02563	4
WGD2ANC02564	5
WGD2ANC02565	4
WGD2ANC02566	7
WGD2ANC02567	7
WGD2ANC02568	7
WGD2ANC02569	6
WGD2ANC02570	7
WGD2ANC02571	6
WGD2ANC02572	6
WGD2ANC02573	6
WGD2ANC02574	5
WGD2ANC02575	10
WGD2ANC02576	7
WGD2ANC02577	4
WGD2ANC02578	7
WGD2ANC02579	7
WGD2ANC02580	4
WGD2ANC02581	4
WGD2ANC02582	7
WGD2ANC02583	7
WGD2ANC02584	10
WGD2ANC02585	6
WGD2ANC02586	3
WGD2ANC02587	7
WGD2ANC02588	7
WGD2ANC02589	7
WGD2ANC02590	6
WGD2ANC02591	4
WGD2ANC02592	7
WGD2ANC02593	7
WGD2ANC02594	6
WGD2ANC02595	5
WGD2ANC02596	5
WGD2ANC02597	6
WGD2ANC02598	5
WGD2ANC02599	4
WGD2ANC02600	7
WGD2ANC02601	6
WGD2ANC02602	7
WGD2ANC02603	7
WGD2ANC02604	7
WGD2ANC02605	4
WGD2ANC02606	4
WGD2ANC02607	5
WGD2ANC02608	4
WGD2ANC02609	7
WGD2ANC02610	4
WGD2ANC02611	2
WGD2ANC02612	7
WGD2ANC02613	7
WGD2ANC02614	5
WGD2ANC02615	7
WGD2ANC02616	11
WGD2ANC02617	13
WGD2ANC02618	13
WGD2ANC02619	4
WGD2ANC02620	7
WGD2ANC02621	7
WGD2ANC02622	13
WGD2ANC02623	5
WGD2ANC02624	5
WGD2ANC02625	7
WGD2ANC02626	6
WGD2ANC02627	9
WGD2ANC02628	7
WGD2ANC02629	7
WGD2ANC02630	12
WGD2ANC02631	4
WGD2ANC02632	5
WGD2ANC02633	6
WGD2ANC02634	7
WGD2ANC02635	10
WGD2ANC02636	13
WGD2ANC02637	6
WGD2ANC02638	6
WGD2ANC02639	12
WGD2ANC02640	6
WGD2ANC02641	7
WGD2ANC02642	5
WGD2ANC02643	4
WGD2ANC02644	6
WGD2ANC02645	7
WGD2ANC02646	3
WGD2ANC02647	6
WGD2ANC02648	5
WGD2ANC02649	7
WGD2ANC02650	6
WGD2ANC02651	10
WGD2ANC02652	9
WGD2ANC02653	10
WGD2ANC02654	13
WGD2ANC02655	6
WGD2ANC02656	12
WGD2ANC02657	4
WGD2ANC02658	12
WGD2ANC02659	10
WGD2ANC02660	7
WGD2ANC02661	7
WGD2ANC02662	7
WGD2ANC02663	4
WGD2ANC02664	4
WGD2ANC02665	5
WGD2ANC02666	7
WGD2ANC02667	5
WGD2ANC02668	4
WGD2ANC02669	6
WGD2ANC02670	4
WGD2ANC02671	6
WGD2ANC02672	3
WGD2ANC02673	7
WGD2ANC02674	4
WGD2ANC02675	4
WGD2ANC02676	4
WGD2ANC02677	9
WGD2ANC02678	6
WGD2ANC02679	5
WGD2ANC02680	7
WGD2ANC02681	6
WGD2ANC02682	6
WGD2ANC02683	4
WGD2ANC02684	7
WGD2ANC02685	5
WGD2ANC02686	6
WGD2ANC02687	13
WGD2ANC02688	7
WGD2ANC02689	9
WGD2ANC02690	6
WGD2ANC02691	4
WGD2ANC02692	4
WGD2ANC02693	4
WGD2ANC02694	7
WGD2ANC02695	7
WGD2ANC02696	5
WGD2ANC02697	13
WGD2ANC02698	7
WGD2ANC02699	4
WGD2ANC02700	7
WGD2ANC02701	6
WGD2ANC02702	4
WGD2ANC02703	6
WGD2ANC02704	4
WGD2ANC02705	7
WGD2ANC02706	7
WGD2ANC02707	6
WGD2ANC02708	4
WGD2ANC02709	7
WGD2ANC02710	4
WGD2ANC02711	7
WGD2ANC02712	6
WGD2ANC02713	4
WGD2ANC02714	5
WGD2ANC02715	7
WGD2ANC02716	6
WGD2ANC02717	7
WGD2ANC02718	6
WGD2ANC02719	7
WGD2ANC02720	7
WGD2ANC02721	11
WGD2ANC02722	9
WGD2ANC02723	7
WGD2ANC02724	7
WGD2ANC02725	7
WGD2ANC02726	7
WGD2ANC02727	2
WGD2ANC02728	10
WGD2ANC02729	4
WGD2ANC02730	5
WGD2ANC02731	4
WGD2ANC02732	12
WGD2ANC02733	10
WGD2ANC02734	6
WGD2ANC02735	4
WGD2ANC02736	7
WGD2ANC02737	12
WGD2ANC02738	10
WGD2ANC02739	6
WGD2ANC02740	10
WGD2ANC02741	9
WGD2ANC02742	5
WGD2ANC02743	7
WGD2ANC02744	8
WGD2ANC02745	7
WGD2ANC02746	9
WGD2ANC02747	9
WGD2ANC02748	13
WGD2ANC02749	7
WGD2ANC02750	6
WGD2ANC02751	7
WGD2ANC02752	7
WGD2ANC02753	7
WGD2ANC02754	7
WGD2ANC02755	7
WGD2ANC02756	4
WGD2ANC02757	6
WGD2ANC02758	6
WGD2ANC02759	7
WGD2ANC02760	6
WGD2ANC02761	4
WGD2ANC02762	6
WGD2ANC02763	7
WGD2ANC02764	12
WGD2ANC02765	5
WGD2ANC02766	6
WGD2ANC02767	6
WGD2ANC02768	7
WGD2ANC02769	7
WGD2ANC02770	6
WGD2ANC02771	7
WGD2ANC02772	7
WGD2ANC02773	4
WGD2ANC02774	7
WGD2ANC02775	7
WGD2ANC02776	9
WGD2ANC02777	6
WGD2ANC02778	7
WGD2ANC02779	6
WGD2ANC02780	10
WGD2ANC02781	4
WGD2ANC02782	6
WGD2ANC02783	12
WGD2ANC02784	5
WGD2ANC02785	6
WGD2ANC02786	7
WGD2ANC02787	7
WGD2ANC02788	7
WGD2ANC02789	6
WGD2ANC02790	5
WGD2ANC02791	9
WGD2ANC02792	6
WGD2ANC02793	5
WGD2ANC02794	7
WGD2ANC02795	5
WGD2ANC02796	4
WGD2ANC02797	7
WGD2ANC02798	6
WGD2ANC02799	5
WGD2ANC02800	6
WGD2ANC02801	4
WGD2ANC02802	4
WGD2ANC02803	7
WGD2ANC02804	7
WGD2ANC02805	10
WGD2ANC02806	6
WGD2ANC02807	7
WGD2ANC02808	6
WGD2ANC02809	7
WGD2ANC02810	5
WGD2ANC02811	4
WGD2ANC02812	6
WGD2ANC02813	4
WGD2ANC02814	4
WGD2ANC02815	4
WGD2ANC02816	4
WGD2ANC02817	5
WGD2ANC02818	9
WGD2ANC02819	6
WGD2ANC02820	6
WGD2ANC02821	6
WGD2ANC02822	11
WGD2ANC02823	5
WGD2ANC02824	6
WGD2ANC02825	6
WGD2ANC02826	7
WGD2ANC02827	6
WGD2ANC02828	7
WGD2ANC02829	4
WGD2ANC02830	7
WGD2ANC02831	8
WGD2ANC02832	6
WGD2ANC02833	12
WGD2ANC02834	7
WGD2ANC02835	7
WGD2ANC02836	7
WGD2ANC02837	5
WGD2ANC02838	6
WGD2ANC02839	5
WGD2ANC02840	13
WGD2ANC02841	8
WGD2ANC02842	10
WGD2ANC02843	7
WGD2ANC02844	5
WGD2ANC02845	7
WGD2ANC02846	7
WGD2ANC02847	9
WGD2ANC02848	10
WGD2ANC02849	7
WGD2ANC02850	7
WGD2ANC02851	7
WGD2ANC02852	6
WGD2ANC02853	7
WGD2ANC02854	10
WGD2ANC02855	7
WGD2ANC02856	8
WGD2ANC02857	5
WGD2ANC02858	6
WGD2ANC02859	3
WGD2ANC02860	5
WGD2ANC02861	7
WGD2ANC02862	9
WGD2ANC02863	5
WGD2ANC02864	6
WGD2ANC02865	7
WGD2ANC02866	4
WGD2ANC02867	6
WGD2ANC02868	4
WGD2ANC02869	7
WGD2ANC02870	4
WGD2ANC02871	6
WGD2ANC02872	5
WGD2ANC02873	4
WGD2ANC02874	6
WGD2ANC02875	5
WGD2ANC02876	6
WGD2ANC02877	7
WGD2ANC02878	7
WGD2ANC02879	7
WGD2ANC02880	7
WGD2ANC02881	7
WGD2ANC02882	7
WGD2ANC02883	6
WGD2ANC02884	7
WGD2ANC02885	4
WGD2ANC02886	7
WGD2ANC02887	7
WGD2ANC02888	5
WGD2ANC02889	4
WGD2ANC02890	6
WGD2ANC02891	11
WGD2ANC02892	6
WGD2ANC02893	12
WGD2ANC02894	5
WGD2ANC02895	7
WGD2ANC02896	9
WGD2ANC02897	7
WGD2ANC02898	4
WGD2ANC02899	7
WGD2ANC02900	5
WGD2ANC02901	7
WGD2ANC02902	7
WGD2ANC02903	5
WGD2ANC02904	7
WGD2ANC02905	12
WGD2ANC02906	6
WGD2ANC02907	7
WGD2ANC02908	4
WGD2ANC02909	6
WGD2ANC02910	6
WGD2ANC02911	7
WGD2ANC02912	7
WGD2ANC02913	4
WGD2ANC02914	3
WGD2ANC02915	7
WGD2ANC02916	7
WGD2ANC02917	6
WGD2ANC02918	11
WGD2ANC02919	7
WGD2ANC02920	7
WGD2ANC02921	5
WGD2ANC02922	8
WGD2ANC02923	13
WGD2ANC02924	7
WGD2ANC02925	7
WGD2ANC02926	4
WGD2ANC02927	6
WGD2ANC02928	7
WGD2ANC02929	4
WGD2ANC02930	10
WGD2ANC02931	5
WGD2ANC02932	4
WGD2ANC02933	4
WGD2ANC02934	10
WGD2ANC02935	7
WGD2ANC02936	7
WGD2ANC02937	4
WGD2ANC02938	7
WGD2ANC02939	7
WGD2ANC02940	4
WGD2ANC02941	6
WGD2ANC02942	11
WGD2ANC02943	9
WGD2ANC02944	13
WGD2ANC02945	13
WGD2ANC02946	7
WGD2ANC02947	7
WGD2ANC02948	4
WGD2ANC02949	10
WGD2ANC02950	4
WGD2ANC02951	10
WGD2ANC02952	12
WGD2ANC02953	6
WGD2ANC02954	7
WGD2ANC02955	7
WGD2ANC02956	7
WGD2ANC02957	7
WGD2ANC02958	7
WGD2ANC02959	5
WGD2ANC02960	13
WGD2ANC02961	7
WGD2ANC02962	7
WGD2ANC02963	7
WGD2ANC02964	6
WGD2ANC02965	6
WGD2ANC02966	7
WGD2ANC02967	12
WGD2ANC02968	4
WGD2ANC02969	11
WGD2ANC02970	7
WGD2ANC02971	3
WGD2ANC02972	8
WGD2ANC02973	4
WGD2ANC02974	6
WGD2ANC02975	7
WGD2ANC02976	5
WGD2ANC02977	4
WGD2ANC02978	7
WGD2ANC02979	10
WGD2ANC02980	4
WGD2ANC02981	7
WGD2ANC02982	7
WGD2ANC02983	5
WGD2ANC02984	6
WGD2ANC02985	7
WGD2ANC02986	4
WGD2ANC02987	7
WGD2ANC02988	4
WGD2ANC02989	7
WGD2ANC02990	5
WGD2ANC02991	7
WGD2ANC02992	7
WGD2ANC02993	11
WGD2ANC02994	6
WGD2ANC02995	7
WGD2ANC02996	11
WGD2ANC02997	4
WGD2ANC02998	10
WGD2ANC02999	7
WGD2ANC03000	12
WGD2ANC03001	7
WGD2ANC03002	7
WGD2ANC03003	11
WGD2ANC03004	7
WGD2ANC03005	6
WGD2ANC03006	7
WGD2ANC03007	10
WGD2ANC03008	7
WGD2ANC03009	10
WGD2ANC03010	9
WGD2ANC03011	5
WGD2ANC03012	7
WGD2ANC03013	7
WGD2ANC03014	7
WGD2ANC03015	6
WGD2ANC03016	5
WGD2ANC03017	6
WGD2ANC03018	7
WGD2ANC03019	7
WGD2ANC03020	4
WGD2ANC03021	4
WGD2ANC03022	5
WGD2ANC03023	7
WGD2ANC03024	7
WGD2ANC03025	7
WGD2ANC03026	6
WGD2ANC03027	6
WGD2ANC03028	13
WGD2ANC03029	5
WGD2ANC03030	6
WGD2ANC03031	7
WGD2ANC03032	7
WGD2ANC03033	4
WGD2ANC03034	4
WGD2ANC03035	7
WGD2ANC03036	6
WGD2ANC03037	6
WGD2ANC03038	4
WGD2ANC03039	4
WGD2ANC03040	5
WGD2ANC03041	4
WGD2ANC03042	7
WGD2ANC03043	7
WGD2ANC03044	4
WGD2ANC03045	6
WGD2ANC03046	7
WGD2ANC03047	4
WGD2ANC03048	5
WGD2ANC03049	10
WGD2ANC03050	13
WGD2ANC03051	4
WGD2ANC03052	6
WGD2ANC03053	5
WGD2ANC03054	5
WGD2ANC03055	4
WGD2ANC03056	6
WGD2ANC03057	7
WGD2ANC03058	7
WGD2ANC03059	11
WGD2ANC03060	7
WGD2ANC03061	4
WGD2ANC03062	8
WGD2ANC03063	4
WGD2ANC03064	10
WGD2ANC03065	10
WGD2ANC03066	7
WGD2ANC03067	9
WGD2ANC03068	4
WGD2ANC03069	7
WGD2ANC03070	4
WGD2ANC03071	6
WGD2ANC03072	5
WGD2ANC03073	5
WGD2ANC03074	7
WGD2ANC03075	4
WGD2ANC03076	8
WGD2ANC03077	12
WGD2ANC03078	5
WGD2ANC03079	7
WGD2ANC03080	10
WGD2ANC03081	9
WGD2ANC03082	11
WGD2ANC03083	7
WGD2ANC03084	7
WGD2ANC03085	6
WGD2ANC03086	4
WGD2ANC03087	7
WGD2ANC03088	10
WGD2ANC03089	7
WGD2ANC03090	4
WGD2ANC03091	7
WGD2ANC03092	10
WGD2ANC03093	7
WGD2ANC03094	5
WGD2ANC03095	6
WGD2ANC03096	4
WGD2ANC03097	4
WGD2ANC03098	5
WGD2ANC03099	4
WGD2ANC03100	7
WGD2ANC03101	7
WGD2ANC03102	4
WGD2ANC03103	7
WGD2ANC03104	7
WGD2ANC03105	5
WGD2ANC03106	7
WGD2ANC03107	4
WGD2ANC03108	12
WGD2ANC03109	4
WGD2ANC03110	6
WGD2ANC03111	7
WGD2ANC03112	4
WGD2ANC03113	7
WGD2ANC03114	6
WGD2ANC03115	7
WGD2ANC03116	10
WGD2ANC03117	7
WGD2ANC03118	5
WGD2ANC03119	5
WGD2ANC03120	13
WGD2ANC03121	6
WGD2ANC03122	7
WGD2ANC03123	9
WGD2ANC03124	6
WGD2ANC03125	7
WGD2ANC03126	5
WGD2ANC03127	4
WGD2ANC03128	7
WGD2ANC03129	13
WGD2ANC03130	8
WGD2ANC03131	7
WGD2ANC03132	6
WGD2ANC03133	5
WGD2ANC03134	4
WGD2ANC03135	4
WGD2ANC03136	6
WGD2ANC03137	7
WGD2ANC03138	12
WGD2ANC03139	10
WGD2ANC03140	7
WGD2ANC03141	7
WGD2ANC03142	5
WGD2ANC03143	5
WGD2ANC03144	5
WGD2ANC03145	10
WGD2ANC03146	4
WGD2ANC03147	10
WGD2ANC03148	4
WGD2ANC03149	10
WGD2ANC03150	7
WGD2ANC03151	10
WGD2ANC03152	13
WGD2ANC03153	6
WGD2ANC03154	10
WGD2ANC03155	10
WGD2ANC03156	4
WGD2ANC03157	7
WGD2ANC03158	5
WGD2ANC03159	4
WGD2ANC03160	10
WGD2ANC03161	7
WGD2ANC03162	7
WGD2ANC03163	5
WGD2ANC03164	6
WGD2ANC03165	7
WGD2ANC03166	4
WGD2ANC03167	7
WGD2ANC03168	4
WGD2ANC03169	7
WGD2ANC03170	7
WGD2ANC03171	7
WGD2ANC03172	12
WGD2ANC03173	10
WGD2ANC03174	7
WGD2ANC03175	10
WGD2ANC03176	4
WGD2ANC03177	7
WGD2ANC03178	7
WGD2ANC03179	4
WGD2ANC03180	6
WGD2ANC03181	7
WGD2ANC03182	13
WGD2ANC03183	4
WGD2ANC03184	6
WGD2ANC03185	5
WGD2ANC03186	4
WGD2ANC03187	7
WGD2ANC03188	7
WGD2ANC03189	12
WGD2ANC03190	6
WGD2ANC03191	6
WGD2ANC03192	4
WGD2ANC03193	4
WGD2ANC03194	7
WGD2ANC03195	7
WGD2ANC03196	4
WGD2ANC03197	7
WGD2ANC03198	5
WGD2ANC03199	6
WGD2ANC03200	4
WGD2ANC03201	12
WGD2ANC03202	5
WGD2ANC03203	7
WGD2ANC03204	7
WGD2ANC03205	7
WGD2ANC03206	6
WGD2ANC03207	6
WGD2ANC03208	3
WGD2ANC03209	7
WGD2ANC03210	4
WGD2ANC03211	4
WGD2ANC03212	6
WGD2ANC03213	6
WGD2ANC03214	4
WGD2ANC03215	7
WGD2ANC03216	7
WGD2ANC03217	6
WGD2ANC03218	4
WGD2ANC03219	5
WGD2ANC03220	7
WGD2ANC03221	7
WGD2ANC03222	4
WGD2ANC03223	4
WGD2ANC03224	7
WGD2ANC03225	8
WGD2ANC03226	7
WGD2ANC03227	6
WGD2ANC03228	7
WGD2ANC03229	7
WGD2ANC03230	3
WGD2ANC03231	4
WGD2ANC03232	4
WGD2ANC03233	6
WGD2ANC03234	4
WGD2ANC03235	5
WGD2ANC03236	7
WGD2ANC03237	7
WGD2ANC03238	6
WGD2ANC03239	8
WGD2ANC03240	7
WGD2ANC03241	10
WGD2ANC03242	7
WGD2ANC03243	5
WGD2ANC03244	7
WGD2ANC03245	4
WGD2ANC03246	4
WGD2ANC03247	7
WGD2ANC03248	7
WGD2ANC03249	4
WGD2ANC03250	9
WGD2ANC03251	6
WGD2ANC03252	6
WGD2ANC03253	13
WGD2ANC03254	3
WGD2ANC03255	4
WGD2ANC03256	7
WGD2ANC03257	6
WGD2ANC03258	6
WGD2ANC03259	4
WGD2ANC03260	6
WGD2ANC03261	7
WGD2ANC03262	11
WGD2ANC03263	7
WGD2ANC03264	7
WGD2ANC03265	6
WGD2ANC03266	7
WGD2ANC03267	6
WGD2ANC03268	5
WGD2ANC03269	6
WGD2ANC03270	7
WGD2ANC03271	7
WGD2ANC03272	7
WGD2ANC03273	6
WGD2ANC03274	7
WGD2ANC03275	7
WGD2ANC03276	4
WGD2ANC03277	7
WGD2ANC03278	6
WGD2ANC03279	7
WGD2ANC03280	4
WGD2ANC03281	7
WGD2ANC03282	4
WGD2ANC03283	7
WGD2ANC03284	7
WGD2ANC03285	7
WGD2ANC03286	7
WGD2ANC03287	7
WGD2ANC03288	6
WGD2ANC03289	2
WGD2ANC03290	6
WGD2ANC03291	7
WGD2ANC03292	4
WGD2ANC03293	5
WGD2ANC03294	7
WGD2ANC03295	4
WGD2ANC03296	4
WGD2ANC03297	5
WGD2ANC03298	7
WGD2ANC03299	7
WGD2ANC03300	7
WGD2ANC03301	4
WGD2ANC03302	7
WGD2ANC03303	4
WGD2ANC03304	5
WGD2ANC03305	6
WGD2ANC03306	6
WGD2ANC03307	6
WGD2ANC03308	4
WGD2ANC03309	6
WGD2ANC03310	2
WGD2ANC03311	4
WGD2ANC03312	5
WGD2ANC03313	5
WGD2ANC03314	7
WGD2ANC03315	12
WGD2ANC03316	11
WGD2ANC03317	10
WGD2ANC03318	13
WGD2ANC03319	10
WGD2ANC03320	6
WGD2ANC03321	4
WGD2ANC03322	9
WGD2ANC03323	4
WGD2ANC03324	4
WGD2ANC03325	7
WGD2ANC03326	7
WGD2ANC03327	11
WGD2ANC03328	7
WGD2ANC03329	4
WGD2ANC03330	4
WGD2ANC03331	4
WGD2ANC03332	7
WGD2ANC03333	5
WGD2ANC03334	4
WGD2ANC03335	4
WGD2ANC03336	5
WGD2ANC03337	3
WGD2ANC03338	8
WGD2ANC03339	7
WGD2ANC03340	7
WGD2ANC03341	11
WGD2ANC03342	5
WGD2ANC03343	4
WGD2ANC03344	7
WGD2ANC03345	4
WGD2ANC03346	5
WGD2ANC03347	7
WGD2ANC03348	5
WGD2ANC03349	7
WGD2ANC03350	11
WGD2ANC03351	4
WGD2ANC03352	6
WGD2ANC03353	4
WGD2ANC03354	7
WGD2ANC03355	6
WGD2ANC03356	5
WGD2ANC03357	4
WGD2ANC03358	10
WGD2ANC03359	7
WGD2ANC03360	10
WGD2ANC03361	7
WGD2ANC03362	7
WGD2ANC03363	7
WGD2ANC03364	4
WGD2ANC03365	4
WGD2ANC03366	7
WGD2ANC03367	4
WGD2ANC03368	7
WGD2ANC03369	7
WGD2ANC03370	7
WGD2ANC03371	5
WGD2ANC03372	4
WGD2ANC03373	7
WGD2ANC03374	7
WGD2ANC03375	5
WGD2ANC03376	4
WGD2ANC03377	9
WGD2ANC03378	7
WGD2ANC03379	7
WGD2ANC03380	7
WGD2ANC03381	7
WGD2ANC03382	3
WGD2ANC03383	5
WGD2ANC03384	13
WGD2ANC03385	10
WGD2ANC03386	4
WGD2ANC03387	4
WGD2ANC03388	8
WGD2ANC03389	3
WGD2ANC03390	7
WGD2ANC03391	4
WGD2ANC03392	6
WGD2ANC03393	7
WGD2ANC03394	5
WGD2ANC03395	6
WGD2ANC03396	7
WGD2ANC03397	7
WGD2ANC03398	6
WGD2ANC03399	6
WGD2ANC03400	5
WGD2ANC03401	5
WGD2ANC03402	9
WGD2ANC03403	6
WGD2ANC03404	6
WGD2ANC03405	11
WGD2ANC03406	2
WGD2ANC03407	12
WGD2ANC03408	7
WGD2ANC03409	5
WGD2ANC03410	6
WGD2ANC03411	11
WGD2ANC03412	7
WGD2ANC03413	5
WGD2ANC03414	4
WGD2ANC03415	7
WGD2ANC03416	4
WGD2ANC03417	6
WGD2ANC03418	6
WGD2ANC03419	5
WGD2ANC03420	6
WGD2ANC03421	5
WGD2ANC03422	6
WGD2ANC03423	4
WGD2ANC03424	6
WGD2ANC03425	7
WGD2ANC03426	7
WGD2ANC03427	2
WGD2ANC03428	7
WGD2ANC03429	7
WGD2ANC03430	4
WGD2ANC03431	6
WGD2ANC03432	7
WGD2ANC03433	5
WGD2ANC03434	4
WGD2ANC03435	7
WGD2ANC03436	9
WGD2ANC03437	7
WGD2ANC03438	4
WGD2ANC03439	4
WGD2ANC03440	4
WGD2ANC03441	8
WGD2ANC03442	4
WGD2ANC03443	4
WGD2ANC03444	5
WGD2ANC03445	5
WGD2ANC03446	7
WGD2ANC03447	3
WGD2ANC03448	6
WGD2ANC03449	4
WGD2ANC03450	7
WGD2ANC03451	5
WGD2ANC03452	3
WGD2ANC03453	9
WGD2ANC03454	7
WGD2ANC03455	4
WGD2ANC03456	8
WGD2ANC03457	6
WGD2ANC03458	6
WGD2ANC03459	4
WGD2ANC03460	7
WGD2ANC03461	4
WGD2ANC03462	13
WGD2ANC03463	9
WGD2ANC03464	6
WGD2ANC03465	5
WGD2ANC03466	10
WGD2ANC03467	4
WGD2ANC03468	6
WGD2ANC03469	4
WGD2ANC03470	7
WGD2ANC03471	7
WGD2ANC03472	4
WGD2ANC03473	6
WGD2ANC03474	7
WGD2ANC03475	7
WGD2ANC03476	4
WGD2ANC03477	4
WGD2ANC03478	4
WGD2ANC03479	5
WGD2ANC03480	4
WGD2ANC03481	5
WGD2ANC03482	6
WGD2ANC03483	10
WGD2ANC03484	6
WGD2ANC03485	12
WGD2ANC03486	6
WGD2ANC03487	4
WGD2ANC03488	7
WGD2ANC03489	8
WGD2ANC03490	13
WGD2ANC03491	7
WGD2ANC03492	5
WGD2ANC03493	4
WGD2ANC03494	6
WGD2ANC03495	7
WGD2ANC03496	7
WGD2ANC03497	7
